Trip ID,Duration,Start Date,Start Station,Start Terminal,End Date,End Station,End Terminal,Bike #,Subscriber Type,Zip Code
1166677,392,4/18/2016 17:59,2nd at Folsom,62,4/18/2016 18:06,San Francisco Caltrain (Townsend at 4th),70,326,Subscriber,94070
1166690,594,4/18/2016 18:02,Mechanics Plaza (Market at Battery),75,4/18/2016 18:12,San Francisco Caltrain (Townsend at 4th),70,491,Subscriber,94303
1166736,828,4/18/2016 18:12,San Antonio Caltrain Station,29,4/18/2016 18:26,Mountain View Caltrain Station,28,188,Subscriber,94105
1166803,312,4/18/2016 18:34,2nd at Townsend,61,4/18/2016 18:39,Market at Sansome,77,266,Subscriber,94107
1166840,989,4/18/2016 18:50,Embarcadero at Bryant,54,4/18/2016 19:07,San Francisco Caltrain (Townsend at 4th),70,286,Subscriber,94119
1166941,338,4/18/2016 21:33,Market at 10th,67,4/18/2016 21:39,5th at Howard,57,450,Subscriber,94102
1166950,378,4/18/2016 22:04,Steuart at Market,74,4/18/2016 22:11,Spear at Folsom,49,310,Subscriber,94107
1167010,571,4/19/2016 7:03,Grant Avenue at Columbus Avenue,73,4/19/2016 7:13,Howard at 2nd,63,608,Customer,20005
1167236,786,4/19/2016 7:52,San Francisco Caltrain (Townsend at 4th),70,4/19/2016 8:05,Harry Bridges Plaza (Ferry Building),50,586,Subscriber,93401
1167314,583,4/19/2016 8:06,San Francisco Caltrain 2 (330 Townsend),69,4/19/2016 8:16,Washington at Kearny,46,39,Subscriber,94087
1167410,173,4/19/2016 8:21,Golden Gate at Polk,59,4/19/2016 8:24,Market at 10th,67,617,Subscriber,94103
1167460,564,4/19/2016 8:29,San Francisco Caltrain 2 (330 Townsend),69,4/19/2016 8:38,Market at Sansome,77,386,Subscriber,94301
1167494,477,4/19/2016 8:35,Powell at Post (Union Square),71,4/19/2016 8:43,San Francisco Caltrain (Townsend at 4th),70,388,Subscriber,94108
1167639,563,4/19/2016 9:00,Harry Bridges Plaza (Ferry Building),50,4/19/2016 9:09,Embarcadero at Vallejo,48,394,Subscriber,94612
1167671,611,4/19/2016 9:09,Market at 10th,67,4/19/2016 9:19,Market at Sansome,77,360,Subscriber,94102
1167673,616,4/19/2016 9:10,Palo Alto Caltrain Station,34,4/19/2016 9:20,Park at Olive,38,700,Subscriber,94402
1167680,273,4/19/2016 9:12,Market at Sansome,77,4/19/2016 9:16,2nd at South Park,64,493,Subscriber,94114
1167704,668,4/19/2016 9:17,San Francisco Caltrain 2 (330 Townsend),69,4/19/2016 9:28,Market at 10th,67,321,Subscriber,94061
1167799,348,4/19/2016 9:37,Market at Sansome,77,4/19/2016 9:43,2nd at South Park,64,351,Subscriber,94116
1168096,340,4/19/2016 11:05,Harry Bridges Plaza (Ferry Building),50,4/19/2016 11:10,Embarcadero at Vallejo,48,479,Subscriber,94804
1168451,349,4/19/2016 15:13,Commercial at Montgomery,45,4/19/2016 15:19,Temporary Transbay Terminal (Howard at Beale),55,524,Subscriber,94611
1168641,2438,4/19/2016 16:43,Davis at Jackson,42,4/19/2016 17:23,Davis at Jackson,42,408,Subscriber,94804
1168819,974,4/19/2016 17:21,Broadway St at Battery St,82,4/19/2016 17:37,Townsend at 7th,65,551,Subscriber,94610
1168859,573,4/19/2016 17:30,Market at 10th,67,4/19/2016 17:40,San Francisco Caltrain 2 (330 Townsend),69,400,Subscriber,94107
1168930,860,4/19/2016 17:49,San Francisco Caltrain (Townsend at 4th),70,4/19/2016 18:04,Embarcadero at Sansome,60,482,Subscriber,94133
1168996,1116,4/19/2016 18:02,Steuart at Market,74,4/19/2016 18:21,San Francisco Caltrain (Townsend at 4th),70,311,Subscriber,94107
1169073,541,4/19/2016 18:25,2nd at Townsend,61,4/19/2016 18:34,Steuart at Market,74,419,Subscriber,94107
1169146,233,4/19/2016 19:00,Mountain View City Hall,27,4/19/2016 19:04,Mountain View Caltrain Station,28,653,Subscriber,94103
1169450,720,4/20/2016 7:33,Redwood City Caltrain Station,22,4/20/2016 7:45,Stanford in Redwood City,25,47,Subscriber,94110
1169526,204,4/20/2016 8:00,Townsend at 7th,65,4/20/2016 8:03,San Francisco Caltrain 2 (330 Townsend),69,275,Subscriber,94103
1169531,542,4/20/2016 8:01,Harry Bridges Plaza (Ferry Building),50,4/20/2016 8:10,2nd at South Park,64,602,Subscriber,94510
1169586,289,4/20/2016 8:12,2nd at Folsom,62,4/20/2016 8:17,San Francisco Caltrain (Townsend at 4th),70,454,Subscriber,94107
1169632,374,4/20/2016 8:24,Powell Street BART,39,4/20/2016 8:31,San Francisco Caltrain 2 (330 Townsend),69,463,Subscriber,94112
1169687,721,4/20/2016 8:38,San Francisco Caltrain 2 (330 Townsend),69,4/20/2016 8:50,Market at 10th,67,444,Subscriber,94306
1169710,278,4/20/2016 8:44,Embarcadero at Sansome,60,4/20/2016 8:49,Steuart at Market,74,437,Subscriber,94133
1169873,1035,4/20/2016 9:19,University and Emerson,35,4/20/2016 9:36,California Ave Caltrain Station,36,258,Subscriber,94110
1169967,568,4/20/2016 9:40,Temporary Transbay Terminal (Howard at Beale),55,4/20/2016 9:50,Market at 4th,76,383,Subscriber,94611
1169987,301,4/20/2016 9:50,Mountain View Caltrain Station,28,4/20/2016 9:55,Castro Street and El Camino Real,32,653,Subscriber,94111
1170140,352,4/20/2016 12:23,Palo Alto Caltrain Station,34,4/20/2016 12:29,Palo Alto Caltrain Station,34,151,Customer,94506
1170293,2475,4/20/2016 15:26,Embarcadero at Sansome,60,4/20/2016 16:07,Powell at Post (Union Square),71,250,Customer,95066
1170330,212,4/20/2016 15:53,Townsend at 7th,65,4/20/2016 15:57,San Francisco Caltrain 2 (330 Townsend),69,342,Subscriber,94043
1170493,291,4/20/2016 16:51,Townsend at 7th,65,4/20/2016 16:56,San Francisco Caltrain 2 (330 Townsend),69,601,Subscriber,94087
1170786,351,4/20/2016 18:08,San Francisco Caltrain 2 (330 Townsend),69,4/20/2016 18:14,5th at Howard,57,582,Subscriber,94103
1170798,174,4/20/2016 18:11,2nd at Folsom,62,4/20/2016 18:13,Market at Sansome,77,456,Subscriber,94612
1170822,606,4/20/2016 18:18,Temporary Transbay Terminal (Howard at Beale),55,4/20/2016 18:28,San Francisco Caltrain 2 (330 Townsend),69,427,Subscriber,94105
1170897,424,4/20/2016 18:44,2nd at South Park,64,4/20/2016 18:51,Post at Kearny,47,340,Subscriber,94111
1170990,184,4/20/2016 19:50,2nd at Townsend,61,4/20/2016 19:53,Embarcadero at Bryant,54,462,Subscriber,94129
1171078,993,4/20/2016 22:18,2nd at Townsend,61,4/20/2016 22:34,Market at 10th,67,413,Subscriber,94102
1171104,615,4/20/2016 23:47,Market at 10th,67,4/20/2016 23:57,San Francisco Caltrain 2 (330 Townsend),69,427,Customer,94107
1171198,386,4/21/2016 7:16,Howard at 2nd,63,4/21/2016 7:23,2nd at Townsend,61,447,Subscriber,94107
1171253,176,4/21/2016 7:47,2nd at Folsom,62,4/21/2016 7:50,2nd at Townsend,61,541,Subscriber,94708
1171324,169,4/21/2016 8:06,Yerba Buena Center of the Arts (3rd @ Howard),68,4/21/2016 8:09,5th at Howard,57,409,Subscriber,94042
1171328,1250,4/21/2016 8:06,San Francisco City Hall,58,4/21/2016 8:27,Embarcadero at Sansome,60,556,Subscriber,94133
1171397,618,4/21/2016 8:25,Palo Alto Caltrain Station,34,4/21/2016 8:35,California Ave Caltrain Station,36,63,Subscriber,94530
1171544,661,4/21/2016 9:00,Steuart at Market,74,4/21/2016 9:11,San Francisco Caltrain (Townsend at 4th),70,551,Subscriber,94610
1171551,221,4/21/2016 9:02,Mountain View Caltrain Station,28,4/21/2016 9:06,Mountain View City Hall,27,206,Subscriber,94103
1171575,583,4/21/2016 9:07,San Francisco Caltrain (Townsend at 4th),70,4/21/2016 9:17,Steuart at Market,74,451,Subscriber,94022
1171580,393,4/21/2016 9:09,Steuart at Market,74,4/21/2016 9:15,2nd at Townsend,61,403,Subscriber,94107
1171582,836,4/21/2016 9:10,Mechanics Plaza (Market at Battery),75,4/21/2016 9:24,South Van Ness at Market,66,398,Subscriber,94611
1171595,543,4/21/2016 9:14,Harry Bridges Plaza (Ferry Building),50,4/21/2016 9:23,2nd at Townsend,61,502,Subscriber,94705
1171624,410,4/21/2016 9:23,San Francisco Caltrain 2 (330 Townsend),69,4/21/2016 9:30,Howard at 2nd,63,427,Subscriber,94107
1171687,518,4/21/2016 9:55,Steuart at Market,74,4/21/2016 10:04,2nd at South Park,64,287,Subscriber,94952
1171802,361,4/21/2016 11:49,Mechanics Plaza (Market at Battery),75,4/21/2016 11:55,Powell Street BART,39,388,Subscriber,94102
1171901,567,4/21/2016 13:32,Market at 4th,76,4/21/2016 13:41,Market at 10th,67,456,Subscriber,94108
1171980,237,4/21/2016 15:23,2nd at South Park,64,4/21/2016 15:27,Market at Sansome,77,559,Subscriber,95973
1171991,225,4/21/2016 15:38,San Francisco Caltrain 2 (330 Townsend),69,4/21/2016 15:41,Townsend at 7th,65,590,Subscriber,94127
1172003,887,4/21/2016 15:46,Harry Bridges Plaza (Ferry Building),50,4/21/2016 16:01,San Francisco Caltrain (Townsend at 4th),70,613,Subscriber,93401
1172213,754,4/21/2016 17:07,Embarcadero at Folsom,51,4/21/2016 17:20,Grant Avenue at Columbus Avenue,73,570,Subscriber,94124
1172287,428,4/21/2016 17:29,Harry Bridges Plaza (Ferry Building),50,4/21/2016 17:36,Embarcadero at Sansome,60,625,Subscriber,94102
1172393,522,4/21/2016 18:00,2nd at Folsom,62,4/21/2016 18:09,Powell Street BART,39,374,Subscriber,94523
1172404,643,4/21/2016 18:06,Market at 10th,67,4/21/2016 18:16,San Francisco Caltrain 2 (330 Townsend),69,631,Subscriber,95051
1172508,301,4/21/2016 18:42,Townsend at 7th,65,4/21/2016 18:47,San Francisco Caltrain 2 (330 Townsend),69,590,Subscriber,94301
1172738,2017,4/22/2016 5:49,Embarcadero at Vallejo,48,4/22/2016 6:22,Powell Street BART,39,441,Customer,2557
1172749,239,4/22/2016 6:47,San Francisco Caltrain 2 (330 Townsend),69,4/22/2016 6:51,Townsend at 7th,65,507,Subscriber,94301
1172776,400,4/22/2016 7:15,Spear at Folsom,49,4/22/2016 7:22,Commercial at Montgomery,45,446,Subscriber,94105
1172800,233,4/22/2016 7:33,Townsend at 7th,65,4/22/2016 7:37,San Francisco Caltrain (Townsend at 4th),70,342,Subscriber,94107
1172825,447,4/22/2016 7:50,Steuart at Market,74,4/22/2016 7:57,2nd at Townsend,61,383,Subscriber,94611
1172841,238,4/22/2016 8:03,Steuart at Market,74,4/22/2016 8:07,Broadway St at Battery St,82,613,Subscriber,94702
1172869,919,4/22/2016 8:08,Temporary Transbay Terminal (Howard at Beale),55,4/22/2016 8:23,South Van Ness at Market,66,404,Subscriber,94611
1172879,834,4/22/2016 8:10,San Francisco Caltrain 2 (330 Townsend),69,4/22/2016 8:24,Market at 10th,67,652,Subscriber,94086
1172968,628,4/22/2016 8:40,Market at 10th,67,4/22/2016 8:51,San Francisco Caltrain 2 (330 Townsend),69,29,Subscriber,27330
1172997,286,4/22/2016 8:51,Embarcadero at Bryant,54,4/22/2016 8:56,Harry Bridges Plaza (Ferry Building),50,506,Subscriber,94105
1173103,244,4/22/2016 9:21,Steuart at Market,74,4/22/2016 9:25,Clay at Battery,41,463,Subscriber,94610
1173152,424,4/22/2016 9:38,Spear at Folsom,49,4/22/2016 9:45,Market at Sansome,77,391,Subscriber,94105
1173191,476,4/22/2016 10:13,San Francisco Caltrain (Townsend at 4th),70,4/22/2016 10:21,Temporary Transbay Terminal (Howard at Beale),55,395,Subscriber,94022
1173249,277,4/22/2016 11:54,Embarcadero at Sansome,60,4/22/2016 11:58,Steuart at Market,74,465,Subscriber,94611
1173259,362,4/22/2016 12:13,2nd at South Park,64,4/22/2016 12:19,Embarcadero at Folsom,51,540,Subscriber,94110
1173382,703,4/22/2016 15:08,Spear at Folsom,49,4/22/2016 15:20,San Francisco Caltrain (Townsend at 4th),70,489,Subscriber,95014
1173388,259,4/22/2016 15:24,Post at Kearny,47,4/22/2016 15:28,Steuart at Market,74,505,Subscriber,94122
1173404,459,4/22/2016 15:34,Townsend at 7th,65,4/22/2016 15:42,Civic Center BART (7th at Market),72,635,Subscriber,94598
1173424,479,4/22/2016 15:52,Howard at 2nd,63,4/22/2016 16:00,San Francisco Caltrain (Townsend at 4th),70,478,Subscriber,94105
1173542,312,4/22/2016 16:46,Howard at 2nd,63,4/22/2016 16:52,Harry Bridges Plaza (Ferry Building),50,587,Subscriber,94949
1173547,195,4/22/2016 16:48,Embarcadero at Vallejo,48,4/22/2016 16:52,Steuart at Market,74,454,Subscriber,94523
1173556,755,4/22/2016 16:53,Steuart at Market,74,4/22/2016 17:06,San Francisco Caltrain (Townsend at 4th),70,314,Subscriber,94002
1173570,304,4/22/2016 16:59,Market at 10th,67,4/22/2016 17:04,Market at 4th,76,629,Subscriber,94133
1173660,649,4/22/2016 17:21,San Francisco Caltrain (Townsend at 4th),70,4/22/2016 17:32,Temporary Transbay Terminal (Howard at Beale),55,347,Subscriber,94611
1173808,1266,4/22/2016 18:19,Spear at Folsom,49,4/22/2016 18:41,Market at 10th,67,600,Subscriber,94103
1173892,652,4/22/2016 19:12,Powell Street BART,39,4/22/2016 19:23,2nd at Townsend,61,290,Subscriber,94102
1173929,242,4/22/2016 20:30,Townsend at 7th,65,4/22/2016 20:34,San Francisco Caltrain 2 (330 Townsend),69,505,Subscriber,94107
1174054,685,4/23/2016 10:17,Embarcadero at Folsom,51,4/23/2016 10:28,5th at Howard,57,270,Customer,94103
1174060,406,4/23/2016 10:35,Embarcadero at Sansome,60,4/23/2016 10:42,Harry Bridges Plaza (Ferry Building),50,310,Subscriber,94105
1174080,878,4/23/2016 11:39,Powell at Post (Union Square),71,4/23/2016 11:54,Harry Bridges Plaza (Ferry Building),50,568,Customer,83301
1174235,600,4/23/2016 17:34,Steuart at Market,74,4/23/2016 17:44,2nd at Townsend,61,238,Subscriber,94611
1174253,1209,4/23/2016 18:06,Temporary Transbay Terminal (Howard at Beale),55,4/23/2016 18:26,Powell at Post (Union Square),71,470,Customer,94105
1174295,1114,4/23/2016 20:01,Townsend at 7th,65,4/23/2016 20:20,Broadway St at Battery St,82,541,Customer,10017
1174351,346,4/23/2016 22:42,Powell Street BART,39,4/23/2016 22:48,Howard at 2nd,63,569,Subscriber,94105
1174429,1507,4/24/2016 9:33,San Francisco Caltrain (Townsend at 4th),70,4/24/2016 9:58,Embarcadero at Sansome,60,566,Subscriber,94107
1174550,498,4/24/2016 12:35,Embarcadero at Sansome,60,4/24/2016 12:43,Steuart at Market,74,466,Subscriber,94133
1174586,629,4/24/2016 13:22,2nd at Townsend,61,4/24/2016 13:33,Embarcadero at Sansome,60,86,Subscriber,94111
1174670,297,4/24/2016 16:42,San Francisco Caltrain (Townsend at 4th),70,4/24/2016 16:47,2nd at South Park,64,554,Subscriber,94107
1174683,3302,4/24/2016 16:59,Embarcadero at Vallejo,48,4/24/2016 17:54,Embarcadero at Vallejo,48,404,Customer,nil
1174741,799,4/24/2016 18:35,San Francisco City Hall,58,4/24/2016 18:48,2nd at Townsend,61,412,Subscriber,94107
1174908,166,4/25/2016 6:54,Temporary Transbay Terminal (Howard at Beale),55,4/25/2016 6:57,Mechanics Plaza (Market at Battery),75,353,Subscriber,94105
1174931,255,4/25/2016 7:12,Harry Bridges Plaza (Ferry Building),50,4/25/2016 7:16,Market at Sansome,77,603,Subscriber,94920
1174959,252,4/25/2016 7:36,Beale at Market,56,4/25/2016 7:40,Embarcadero at Bryant,54,86,Subscriber,94707
1175000,442,4/25/2016 7:49,Steuart at Market,74,4/25/2016 7:56,2nd at Townsend,61,406,Subscriber,94611
1175096,467,4/25/2016 8:12,San Francisco Caltrain (Townsend at 4th),70,4/25/2016 8:20,Howard at 2nd,63,473,Subscriber,94062
1175182,250,4/25/2016 8:31,Embarcadero at Sansome,60,4/25/2016 8:36,Davis at Jackson,42,457,Subscriber,94111
1175263,819,4/25/2016 8:51,Golden Gate at Polk,59,4/25/2016 9:05,Broadway St at Battery St,82,326,Subscriber,94102
1175297,429,4/25/2016 8:56,Embarcadero at Bryant,54,4/25/2016 9:04,Mechanics Plaza (Market at Battery),75,266,Subscriber,94105
1175471,755,4/25/2016 9:54,Davis at Jackson,42,4/25/2016 10:06,2nd at Townsend,61,407,Subscriber,94111
1175564,956,4/25/2016 10:54,San Francisco Caltrain (Townsend at 4th),70,4/25/2016 11:10,Mechanics Plaza (Market at Battery),75,132,Subscriber,94306
1175785,640,4/25/2016 15:30,San Francisco Caltrain 2 (330 Townsend),69,4/25/2016 15:40,Powell Street BART,39,508,Subscriber,94150
1175836,224,4/25/2016 16:01,Embarcadero at Folsom,51,4/25/2016 16:05,Embarcadero at Bryant,54,529,Subscriber,95073
1175910,429,4/25/2016 16:38,2nd at Townsend,61,4/25/2016 16:46,Market at Sansome,77,401,Subscriber,94611
1175966,320,4/25/2016 16:57,Howard at 2nd,63,4/25/2016 17:03,Harry Bridges Plaza (Ferry Building),50,473,Subscriber,94590
1175979,1120,4/25/2016 17:01,Commercial at Montgomery,45,4/25/2016 17:20,San Francisco Caltrain 2 (330 Townsend),69,552,Subscriber,95110
1176060,409,4/25/2016 17:14,Davis at Jackson,42,4/25/2016 17:20,Embarcadero at Sansome,60,222,Subscriber,94111
1176117,576,4/25/2016 17:33,San Francisco Caltrain (Townsend at 4th),70,4/25/2016 17:42,Powell at Post (Union Square),71,573,Subscriber,94108
1176181,314,4/25/2016 17:51,Palo Alto Caltrain Station,34,4/25/2016 17:57,Cowper at University,37,10,Subscriber,94301
1176206,543,4/25/2016 17:55,Howard at 2nd,63,4/25/2016 18:04,San Francisco Caltrain 2 (330 Townsend),69,493,Subscriber,94070
1176237,744,4/25/2016 18:02,Market at Sansome,77,4/25/2016 18:15,San Francisco Caltrain 2 (330 Townsend),69,280,Subscriber,94086
1176260,457,4/25/2016 18:11,Howard at 2nd,63,4/25/2016 18:19,San Francisco Caltrain 2 (330 Townsend),69,270,Subscriber,94404
1176313,579,4/25/2016 18:31,San Francisco Caltrain (Townsend at 4th),70,4/25/2016 18:40,Harry Bridges Plaza (Ferry Building),50,328,Subscriber,94702
1176346,326,4/25/2016 18:45,Temporary Transbay Terminal (Howard at Beale),55,4/25/2016 18:51,Embarcadero at Bryant,54,422,Subscriber,94105
1176356,837,4/25/2016 18:50,San Francisco Caltrain 2 (330 Townsend),69,4/25/2016 19:04,Golden Gate at Polk,59,456,Subscriber,94109
1176399,800,4/25/2016 19:25,Market at Sansome,77,4/25/2016 19:39,San Francisco City Hall,58,317,Subscriber,94115
1176481,311,4/25/2016 20:43,Powell Street BART,39,4/25/2016 20:48,Market at 10th,67,546,Subscriber,94102
1176601,432,4/26/2016 7:08,San Francisco Caltrain (Townsend at 4th),70,4/26/2016 7:15,Howard at 2nd,63,601,Subscriber,95126
1176603,969,4/26/2016 7:08,San Francisco Caltrain (Townsend at 4th),70,4/26/2016 7:24,Harry Bridges Plaza (Ferry Building),50,454,Subscriber,94111
1176692,830,4/26/2016 7:48,San Francisco Caltrain (Townsend at 4th),70,4/26/2016 8:02,Market at Sansome,77,271,Subscriber,94043
1176750,277,4/26/2016 8:03,SJSU - San Salvador at 9th,16,4/26/2016 8:07,Paseo de San Antonio,7,665,Subscriber,95112
1176766,948,4/26/2016 8:06,Temporary Transbay Terminal (Howard at Beale),55,4/26/2016 8:22,South Van Ness at Market,66,487,Subscriber,94611
1176800,583,4/26/2016 8:11,Embarcadero at Bryant,54,4/26/2016 8:20,Commercial at Montgomery,45,494,Subscriber,94107
1176822,1181,4/26/2016 8:14,San Francisco Caltrain 2 (330 Townsend),69,4/26/2016 8:34,Clay at Battery,41,541,Subscriber,95110
1176834,670,4/26/2016 8:17,Townsend at 7th,65,4/26/2016 8:28,2nd at Folsom,62,373,Subscriber,94107
1176877,314,4/26/2016 8:25,Harry Bridges Plaza (Ferry Building),50,4/26/2016 8:30,Howard at 2nd,63,406,Subscriber,94115
1176969,574,4/26/2016 8:47,2nd at Folsom,62,4/26/2016 8:56,Embarcadero at Vallejo,48,268,Subscriber,94602
1177158,450,4/26/2016 9:38,Market at 10th,67,4/26/2016 9:45,Post at Kearny,47,406,Subscriber,94102
1177337,9761,4/26/2016 12:20,San Francisco City Hall,58,4/26/2016 15:03,Embarcadero at Vallejo,48,86,Customer,2127
1177419,390,4/26/2016 14:30,Townsend at 7th,65,4/26/2016 14:36,Civic Center BART (7th at Market),72,542,Subscriber,94598
1177439,212,4/26/2016 14:58,Powell at Post (Union Square),71,4/26/2016 15:02,Post at Kearny,47,516,Subscriber,94114
1177477,315,4/26/2016 15:40,Mechanics Plaza (Market at Battery),75,4/26/2016 15:45,Powell at Post (Union Square),71,349,Subscriber,94941
1177492,628,4/26/2016 15:48,5th at Howard,57,4/26/2016 15:58,Grant Avenue at Columbus Avenue,73,390,Subscriber,94133
1177510,370,4/26/2016 15:58,Paseo de San Antonio,7,4/26/2016 16:04,San Jose Diridon Caltrain Station,2,213,Subscriber,94066
1177690,401,4/26/2016 17:06,Embarcadero at Vallejo,48,4/26/2016 17:13,Steuart at Market,74,584,Subscriber,94708
1177695,357,4/26/2016 17:07,Market at 4th,76,4/26/2016 17:13,San Francisco Caltrain (Townsend at 4th),70,528,Subscriber,94306
1177758,400,4/26/2016 17:20,Embarcadero at Bryant,54,4/26/2016 17:26,Harry Bridges Plaza (Ferry Building),50,502,Subscriber,94115
1178107,506,4/26/2016 19:27,Powell Street BART,39,4/26/2016 19:36,South Van Ness at Market,66,309,Subscriber,94105
1178228,222,4/27/2016 0:09,San Francisco Caltrain 2 (330 Townsend),69,4/27/2016 0:12,Townsend at 7th,65,270,Subscriber,94103
1178237,253,4/27/2016 5:38,Grant Avenue at Columbus Avenue,73,4/27/2016 5:42,Market at Sansome,77,503,Subscriber,94133
1178328,492,4/27/2016 7:24,San Francisco Caltrain (Townsend at 4th),70,4/27/2016 7:33,Embarcadero at Folsom,51,423,Subscriber,94062
1178338,1102,4/27/2016 7:29,San Francisco Caltrain (Townsend at 4th),70,4/27/2016 7:47,Clay at Battery,41,147,Subscriber,94063
1178440,416,4/27/2016 8:08,San Francisco Caltrain (Townsend at 4th),70,4/27/2016 8:15,2nd at Folsom,62,607,Subscriber,94010
1178660,935,4/27/2016 8:59,University and Emerson,35,4/27/2016 9:15,California Ave Caltrain Station,36,163,Subscriber,94110
1178681,358,4/27/2016 9:02,Temporary Transbay Terminal (Howard at Beale),55,4/27/2016 9:08,Commercial at Montgomery,45,260,Subscriber,94530
1178712,504,4/27/2016 9:09,Spear at Folsom,49,4/27/2016 9:17,Commercial at Montgomery,45,672,Subscriber,94105
1178732,1132,4/27/2016 9:13,Harry Bridges Plaza (Ferry Building),50,4/27/2016 9:32,2nd at South Park,64,473,Subscriber,94619
1178752,352,4/27/2016 9:16,2nd at Townsend,61,4/27/2016 9:22,Howard at 2nd,63,425,Subscriber,94107
1178771,613,4/27/2016 9:20,Embarcadero at Folsom,51,4/27/2016 9:30,San Francisco Caltrain (Townsend at 4th),70,317,Subscriber,94501
1178905,144,4/27/2016 11:33,Grant Avenue at Columbus Avenue,73,4/27/2016 11:35,Broadway St at Battery St,82,412,Subscriber,94123
1178918,165,4/27/2016 11:54,Market at 10th,67,4/27/2016 11:57,Civic Center BART (7th at Market),72,328,Subscriber,94102
1178988,418,4/27/2016 12:54,Market at Sansome,77,4/27/2016 13:01,Embarcadero at Folsom,51,503,Subscriber,94123
1179038,279,4/27/2016 13:44,Spear at Folsom,49,4/27/2016 13:49,Beale at Market,56,266,Subscriber,94115
1179089,593,4/27/2016 14:50,5th at Howard,57,4/27/2016 15:00,Clay at Battery,41,473,Subscriber,94107
1179188,399,4/27/2016 16:07,Paseo de San Antonio,7,4/27/2016 16:14,San Jose Diridon Caltrain Station,2,53,Subscriber,94066
1179395,614,4/27/2016 17:13,Market at 10th,67,4/27/2016 17:23,San Francisco Caltrain 2 (330 Townsend),69,566,Subscriber,94086
1179463,452,4/27/2016 17:34,Powell Street BART,39,4/27/2016 17:42,South Van Ness at Market,66,238,Subscriber,94102
1179471,219,4/27/2016 17:36,San Francisco Caltrain (Townsend at 4th),70,4/27/2016 17:40,2nd at Townsend,61,344,Subscriber,94107
1179476,363,4/27/2016 17:38,Howard at 2nd,63,4/27/2016 17:44,San Francisco Caltrain 2 (330 Townsend),69,582,Subscriber,94063
1179479,900,4/27/2016 17:39,Townsend at 7th,65,4/27/2016 17:54,Temporary Transbay Terminal (Howard at Beale),55,376,Subscriber,94130
1179620,549,4/27/2016 18:21,Embarcadero at Sansome,60,4/27/2016 18:30,Harry Bridges Plaza (Ferry Building),50,552,Subscriber,94122
1179637,784,4/27/2016 18:28,Steuart at Market,74,4/27/2016 18:41,Golden Gate at Polk,59,273,Subscriber,94102
1179711,553,4/27/2016 19:12,San Francisco Caltrain 2 (330 Townsend),69,4/27/2016 19:21,Steuart at Market,74,511,Subscriber,94619
1179717,463,4/27/2016 19:16,Embarcadero at Sansome,60,4/27/2016 19:24,Post at Kearny,47,391,Subscriber,94111
1179807,435,4/27/2016 21:18,St James Park,13,4/27/2016 21:25,San Jose Diridon Caltrain Station,2,654,Subscriber,94118
1179819,480,4/27/2016 22:16,Market at Sansome,77,4/27/2016 22:24,Grant Avenue at Columbus Avenue,73,554,Subscriber,94133
1179831,234,4/28/2016 5:11,Temporary Transbay Terminal (Howard at Beale),55,4/28/2016 5:15,Steuart at Market,74,352,Subscriber,94112
1179882,381,4/28/2016 6:45,Market at Sansome,77,4/28/2016 6:51,2nd at South Park,64,482,Subscriber,94521
1180062,215,4/28/2016 8:07,San Francisco Caltrain 2 (330 Townsend),69,4/28/2016 8:11,Townsend at 7th,65,469,Subscriber,94103
1180084,490,4/28/2016 8:11,San Francisco Caltrain 2 (330 Townsend),69,4/28/2016 8:20,Spear at Folsom,49,677,Subscriber,95126
1180114,700,4/28/2016 8:21,South Van Ness at Market,66,4/28/2016 8:33,Market at Sansome,77,548,Subscriber,94110
1180140,527,4/28/2016 8:35,Embarcadero at Bryant,54,4/28/2016 8:43,Mechanics Plaza (Market at Battery),75,563,Subscriber,94105
1180175,709,4/28/2016 8:44,Townsend at 7th,65,4/28/2016 8:56,Howard at 2nd,63,451,Subscriber,94116
1180184,284,4/28/2016 8:46,Mountain View Caltrain Station,28,4/28/2016 8:51,Mountain View City Hall,27,301,Subscriber,94107
1180228,626,4/28/2016 8:55,Davis at Jackson,42,4/28/2016 9:05,Market at 4th,76,546,Subscriber,94111
1180278,740,4/28/2016 9:08,San Francisco Caltrain (Townsend at 4th),70,4/28/2016 9:20,Steuart at Market,74,260,Subscriber,94022
1180311,411,4/28/2016 9:15,2nd at Townsend,61,4/28/2016 9:22,Harry Bridges Plaza (Ferry Building),50,282,Subscriber,94107
1180446,253,4/28/2016 10:06,Mechanics Plaza (Market at Battery),75,4/28/2016 10:10,Commercial at Montgomery,45,389,Subscriber,94704
1180677,1055,4/28/2016 14:14,Embarcadero at Sansome,60,4/28/2016 14:31,San Francisco Caltrain (Townsend at 4th),70,445,Subscriber,94022
1180710,628,4/28/2016 14:58,Golden Gate at Polk,59,4/28/2016 15:08,San Francisco Caltrain 2 (330 Townsend),69,542,Subscriber,94121
1180714,481,4/28/2016 14:59,2nd at Townsend,61,4/28/2016 15:07,Harry Bridges Plaza (Ferry Building),50,606,Subscriber,94534
1180867,859,4/28/2016 16:43,Commercial at Montgomery,45,4/28/2016 16:57,San Francisco Caltrain 2 (330 Townsend),69,326,Subscriber,94010
1180899,403,4/28/2016 16:52,Market at 4th,76,4/28/2016 16:59,San Francisco Caltrain (Townsend at 4th),70,349,Subscriber,94608
